event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_best,month
ECU6734,2023-04-13,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Portoviejo,no especificado,Picoaza,-1.0339,-80.5005,1,El Diario (Ecuador),Subnational,"On 13 April 2023, in Picoaza (Portoviejo, Manabi), an unknown number of unidentified armed men described as hitmen traveling by motorcycle killed a man in a drive-by shooting in front of a sports field along Tomas Larrea Street. The perpetrators intercepted the man as he exited the field and gave chase to him before shooting at least four times and killing him. 1 fatality.",1,no especificado,1754563409,7751.0,22064,61372.0,4
ECU6883,2023-04-13,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Private Security Forces (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Pichincha,Cayambe,no especificado,Cayambe,0.0408,-78.1452,1,La Republica (Ecuador),National,"On 13 April 2023, in Cayambe (Pichincha), four unidentified armed individuals described as extortionists traveling by vehicle injured three people in a drive-by shooting of a local nightclub. Security video footage shows the perpetrators first attempting to park their vehicle near the nightclub before turning around and driving directly toward the building. The perpetrators opened fire at the building and injured the club's guard and two people standing at its entrance. There were no fatalities.",0,no especificado,1760471015,12901.0,34764,34764.0,4
ECU6735,2023-04-14,2023,2,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Women (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Pedernales,no especificado,La Chorrera,0.047,-80.0714,2,El Diario (Ecuador),Subnational,"Around 14 April 2023 (as reported), near La Chorrera (Manabi), an unknown number of unidentified armed perpetrators described as criminals shot and killed a woman and left her dead body, with hands tied, at the side of the E-15 highway from Pedernales to Jama. The victim's body had bullets wounds throughout it and showed signs of torture. Police authorities indicate that the victim was taken from a different location and dropped at the site where her body was discovered. There is no further information available. 1 fatality.",1,no especificado,1754563409,408.0,740,990.0,4
ECU6736,2023-04-14,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,Machala Movil,Subnational,"On 14 April 2023, in Puerto Bolivar (El Oro), an unknown number of unidentified armed individuals riding a motorcycle killed a man in a drive-by shooting in the Salinas neighborhood. The victim was shot various times. 1 fatality.",1,no especificado,1754563409,12034.0,14821,23312.0,4
ECU8771,2023-04-14,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Pascuales,-2.0532,-79.9511,1,Primicias,National,"On 14 April 2023, in Guayaquil - Pascuales (Guayas), an unknown number of unidentified perpetrators described as delinquents and criminal group members placed and detonated an explosive device at the front of a pharmaceutical building in an act of extortion and fired at least four shots at the front of the building. The explosive device detonated and damaged the metal door of the building. There were no casualties.",0,no especificado,1754410119,24572.0,55884,55884.0,4
ECU6737,2023-04-14,2023,2,Strategic Developments,Strategic Developments,Disrupted Weapons Use,Military Forces Of Ecuador (2021-2023),no especificado,State forces,Unidentified Armed Group (Ecuador),no especificado,Political militia,State forces-Political militia,,218,South America,Ecuador,Sucumbios,Cascales,no especificado,Santa Rosa de Sucumbios,0.1776,-77.1242,3,El Telegrafo,National,"Weapons seizure: Around 14 April 2023 (as reported), in Sucumbios province (coded to Santa Rosa de Sucumbios), military forces confiscated nearly a thousand mines, 30 blocks of explosives, and 10 kilograms of Amex explosive at a rural clandestine mining site. The raid was conducted by the No. 68 Engineer Battalion of Cotopaxi. There were no arrests made.",0,no especificado,1753970444,409.0,454,,4
ECU3117,2023-04-15,2023,1,Political Violence,Riots,Mob Violence,Rioters (Ecuador),Vigilante Group (Ecuador),Rioters,Nan,no especificado,,Rioters only,,218,South America,Ecuador,Santo Domingo De Los Tsachilas,Santo Domingo,no especificado,Santo Domingo de los Tsachilas,-0.2531,-79.1754,1,El Diario (Ecuador),National,"On 15 April 2023, in Santo Domingo de los Colorados (Santo Domingo de los Tsachilas), residents of San Juan de Rio Verde burned down two motorcycles that were used by two men to rob Otongo Mapali commune and who were arrested minutes prior.",0,crowd size=no report,1744085344,27448.0,88807,88807.0,4
ECU3111,2023-04-15,2023,1,Political Violence,Riots,Mob Violence,Rioters (Ecuador),Vigilante Group (Ecuador),Rioters,Civilians (Ecuador),no especificado,Civilians,Rioters-Civilians,Civilian targeting,218,South America,Ecuador,Tungurahua,Ambato,no especificado,Ambato,-1.2491,-78.6168,1,El Heraldo (Ecuador),Subnational,"On 15 April 2023, in Ambato (Tungurahua), residents of the Solis neighborhood captured and beat up a man after he had attempted to rob a house. Police officers later rescued the man and took him to a police station.",0,crowd size=no report,1762291691,16588.0,62603,62603.0,4
ECU6646,2023-04-15,2023,3,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,2,Diario Extra (Ecuador),National,"Around 15 April 2023 (month of), between Machala and Puerto Bolivar (El Oro), a man was killed and their dismembered and charred body found. Some body parts of the victim were found in Machala while others were found in the Autoridad Portuaria neighborhood, Puerto Bolivar. The number of perpetrators is unknown. Authorship and motivations unknown. 1 fatality.",1,no especificado,1754410119,36030.0,115017,229319.0,4
ECU6761,2023-04-15,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Portoviejo,no especificado,Portoviejo,-1.0546,-80.4545,1,El Diario (Ecuador),Subnational,"On 15 April 2023, in Portoviejo (Manabi), two unidentified armed men shot and killed a man along Rocafuerte Street near the Verdi Cevallos Balda hospital. The perpetrators arrived on a motorcycle, but stepped off when they approached the victim to shoot him various times. A girl nearby was injured by a stray bullet. Police forces gave chase to the perpetrators soon after the attack, resulting in an unspecified man being injured in an unspecified manner during the chase. There is no further information available. Authorship and motivation unknown. 1 fatality.",1,no especificado,1762291691,28764.0,55031,121526.0,4
ECU6762,2023-04-15,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Pasaje,no especificado,Pasaje de las Nieves,-3.3276,-79.8075,1,Machala Movil,Subnational,"On 15 April 2023, in Pasaje de las Nieves (El Oro), at least two unidentified armed individuals described as hitmen shot and killed a man along 9 de Octubre and 4 de Agosto streets. The perpetrators shot the man various times. Soon after the attack, police forces intercepted and arrested two of the suspected perpetrators. 1 fatality.",1,no especificado,1754410119,18179.0,42120,65327.0,4
ECU6763,2023-04-15,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Puerto Bolivar,-3.2681,-79.9991,1,Machala Movil,Subnational,"On 15 April 2023, in Puerto Bolivar (El Oro), an unknown number of unidentified armed individuals described as hitmen riding motorcycles killed a man riding a bicycle in a drive-by shooting in the Gonzalez Rubio neighborhood of the La Sapera sector. The perpetrators shot the victim at least 10 times. 1 fatality.",1,no especificado,1754410119,12034.0,14821,23312.0,4
ECU6764,2023-04-15,2023,1,Political Violence,Explosions/Remote Violence,Grenade,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Taxi/Bus Drivers (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Huaquillas,no especificado,Huaquillas,-3.4747,-80.2255,1,Machala Movil,Subnational,"On 15 April 2023, in Huaquillas (El Oro), an unknown number of unidentified perpetrators described as suspected extortionists threw an explosive device at the building of a public bus cooperative along Costa Rica and Machala streets in the 24 de Mayo neighborhood, causing an explosion that injured one woman. People were in the area at the time and ran away due to the explosion. The source indicates that the explosion was thrown as a threat from suspected extortionists. There were no fatalities.",0,no especificado,1754410119,19566.0,33629,48355.0,4
ECU6765,2023-04-15,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Los Rios,Quevedo,no especificado,Quevedo,-1.0286,-79.4635,1,El Diario (Ecuador),National,"On 15 April 2023, in Quevedo (Los Rios), an unknown number of unidentified armed individuals described as hitmen traveling on two vehicles shot and killed two people in their car in a drive-by shooting along Ruta del Rio. The victims were a man and a woman, who were a couple driving along the road. The perpetrators used guns of three different calibers to shoot at victims. The bullets were from a 5.56-mm rifle, a 9-mm pistol, and a 45-mm pistol. The man was shot four times in the head and thorax, dying in the car, while the woman was shot twice in the head and once in the leg and died later at a hospital. At least 25 bullet shells were found at the scene. 2 fatalities.",2,no especificado,1754410119,26760.0,81874,176450.0,4
ECU6766,2023-04-15,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,Ecuador Comunicacion; Ecuavisa; La Republica (Ecuador),National,"On 15 April 2023, in Guayaquil - Tarqui (Guayas), six unidentified armed men described as hitmen shot and killed four people in the Nueva Prosperina housing cooperative. The perpetrators first entered a house on foot and shot and killed a man inside. Sources indicate that the perpetrators mistook their target, so they then entered the house across the street and shot and killed three people inside, including two minors. The suspects left the scene on three motorcycles. Police authorities suspected that the attackers were looking for drugs, but also stated the none of that victims had a criminal record. Shortly after, police forces exchanged fire with the suspected perpetrators (coded separately). 4 fatalities.",4,no especificado,1754410119,53747.0,165748,517128.0,4
ECU6884,2023-04-15,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Letamendi,-2.2099,-79.9122,1,Diario Extra (Ecuador),National,"On 15 April 2023, in Guayaquil - Letamendi (Guayas), an unknown number of unidentified armed individuals traveling by vehicle shot and killed a man in a drive-by shooting along Yolanda Baquerizo and Federico Godin streets. Police authorities indicate that the victim was not the target of the attack, as the perpetrators were aiming at a nearby unspecified individual. One other man who was driving nearby was injured by a stray bullet. There is no further information available. 1 fatality.",1,no especificado,1754410119,27819.0,78159,133484.0,4
ECU6887,2023-04-16,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Los Rios,Urdaneta,no especificado,Catarama,-1.5708,-79.4736,1,Diario Extra (Ecuador),National,"On 16 April 2023, in Catarama (Los Rios), an unknown number of unidentified armed individuals traveling by vehicle attacked a group of people in a drive-by shooting along Justin Landivar and Burgos streets, killing one man and injuring another. The killed man was shot in the head an unspecified number of times, while the injured man was shot once in the chest, once in the torso, twice in the right arm, twice in the jaw, and once in the thorax. Authorship and motivation unknown. 1 fatality.",1,no especificado,1754410119,9326.0,13280,17286.0,4
ECU6888,2023-04-16,2023,1,Political Violence,Violence Against Civilians,Abduction/Forced Disappearance,Unidentified Gang (Ecuador),Unidentified Gang (Dominican Republic),Political militia,Civilians (Ecuador),Women (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil,-2.1477,-79.9166,1,Ecuador Comunicacion; La Republica (Ecuador); Policia DMG Zona 8,New media-National,"On 16 April 2023, in Guayaquil (Guayas), at least four unidentified armed perpetrators kidnapped a woman as she waited for a taxi along Francisco de Orellana Avenue for ransom. The perpetrators demanded USD 30,000 for the woman's release. Police authorities liberated the victim on 19 April in a raid on a house in Chongon. They arrested four perpetrators and confiscated two guns. Three of the perpetrators were Ecuadorian nationals, and the other was a Dominican national.",0,no especificado,1754410119,47629.0,168525,168525.0,4
ECU6889,2023-04-16,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Pastaza,Pastaza,no especificado,Puyo,-1.4837,-78.0026,1,Diario Extra (Ecuador),National,"On 16 April 2023, in Puyo (Pastaza), two unidentified armed individuals riding a motorcycle shot and injured three people in a restaurant in a drive-by shooting near the Terminal Terrestre bus station. There is no further information available. There were no fatalities.",0,no especificado,1757975685,13538.0,28565,28565.0,4
ECU6769,2023-04-17,2023,1,Strategic Developments,Strategic Developments,Arrests,Military Forces Of Ecuador (2021-2023),no especificado,State forces,Los Tiguerones Gang (Ecuador),FARC Dissident - Urias Rondon Mobile Column: Revolutionary Armed Forces of Colombia Dissident Faction (Urias Rondon),Political militia,State forces-Political militia,,218,South America,Ecuador,Esmeraldas,San Lorenzo,no especificado,San Lorenzo de Esmeraldas,1.2863,-78.8351,1,El Diario (Ecuador); El Mercurio (Ecuador); El Telegrafo; La Republica (Ecuador); Machala Movil,National,"On 17 April 2023, in San Lorenzo de Esmeraldas (Esmeraldas), police authorities arrested the leader of Los Tiguerones in the El Cementerio neighborhood. The gang leader is a Colombian national with a connection to Urias Rondon FARC Dissidents. Police authorities suspected him of being the executioner of a Los Tiguerones attack on fishermen in Esmeraldas on 11 April (coded separately). The man was captured during police raids in the 26 de Junio and La Guacharaca neighborhoods, known Los Tiguerones-controlled areas, where two other gang members were also arrested. Los Tiguerones have links with Los Lobos gang and the Jalisco New Generation Cartel, but sources indicate that the man arrested had connections with Urias Rondon FARC Dissidents.",0,no especificado,1748907879,15628.0,29290,,4
ECU6770,2023-04-17,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Milagro,no especificado,Milagro,-2.1311,-79.5918,1,Diario Extra (Ecuador); El Diario (Ecuador); Machala Movil,National,"On 17 April 2023, in Milagro (Guayas), four armed individuals described as hitmen shot and killed an ex-footballer and reality show personality at his gym in the Ciudadela Nuevo Milagro neighborhood. The armed perpetrators arrived in a vehicle and parked outside of a gym owned by the victim. They entered the building to shoot him various times with at least one 9-mm caliber pistol and a rifle. Security video footage showed two of the armed perpetrators shooting the victim repeatedly while he was on the ground. The perpetrators also shot the victim's bodyguard, who was injured. The bodyguard had a criminal record for two counts of robbery. The victim had previously been attacked on 10 November 2022 (coded separately). There is no further information on the identity or motivation of the attackers. 1 fatality.",1,no especificado,1754410119,31619.0,92096,161393.0,4
ECU6772,2023-04-17,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Taxi/Bus Drivers (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Manta,no especificado,Manta,-0.9621,-80.7127,1,El Diario (Ecuador),Subnational,"On 17 April 2023, in Manta (Manabi), an unknown number of unidentified armed individuals traveling by vehicle attacked two persons traveling by motorcycle in a drive-by shooting in the 15 de Abril neighborhood. A male taxi driver was shot and injured by a stray bullet. There is no information on whether the targets of the attack were injured. There were no fatalities.",0,no especificado,1756165952,34423.0,80380,80380.0,4
ECU6891,2023-04-17,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Arenillas,no especificado,Arenillas,-3.5564,-80.0695,1,Machala Movil,Subnational,"On 17 April 2023, in Arenillas (El Oro), two unidentified armed individuals described as hitmen shot and killed a man and a woman as they rode on a motorcycle in a drive-by shooting in the Ciudadela Franklin Jimenez neighborhood. Authorship and motivation unknown. 2 fatalities.",2,no especificado,1754410119,9529.0,20126,22373.0,4
ECU6892,2023-04-17,2023,1,Strategic Developments,Strategic Developments,Disrupted Weapons Use,Police Forces Of Ecuador (2021-2023),no especificado,State forces,Unidentified Gang (Ecuador),no especificado,Political militia,State forces-Political militia,,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,Ecuador Comunicacion; Policia DMG Zona 8,New media-National,"Defusal: On 17 April 2023, in Guayaquil - Tarqui (Guayas), police authorities safely detonated a device placed by unidentified individuals in the Los Ceibos sector. No further information is available.",0,no especificado,1753970444,53747.0,165748,,4
ECU6893,2023-04-17,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Tarqui,-2.1252,-79.9495,1,La Republica (Ecuador); Machala Movil,National,"On 17 April 2023, in Guayaquil - Tarqui (Guayas), two unidentified armed individuals described as hitmen shot and killed a street vendor while he was working at the Metrovia bus stop at kilometer 5.5 of the road to Daule. The attackers were arrested by police shortly after. Authorship and motivation unknown. 1 fatality.",1,no especificado,1754410119,53747.0,165748,517128.0,4
ECU6895,2023-04-17,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Portoviejo,no especificado,Picoaza,-1.0339,-80.5005,1,El Diario (Ecuador),Subnational,"On 17 April 2023, in Picoaza (Portoviejo, Manabi), various unidentified armed individuals shot at a house various times. The armed individuals then left the scene in a vehicle. There is no further information available. There were no casualties.",0,no especificado,1754410119,7751.0,22064,22064.0,4
ECU6896,2023-04-17,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Los Rios,Quevedo,no especificado,Quevedo,-1.0286,-79.4635,1,El Diario (Ecuador); La Republica (Ecuador),National,"On 17 April 2023, in Quevedo (Los Rios), four unidentified armed men traveling by vehicle attacked and injured a man in a drive-by shooting in the El Pantano sector in San Cristobal parish. The man was taken to the Sagrado Corazon de Jesus hospital, where police and soldiers stood guard for at least 24 hours due to a suspected threat that the man would be attacked again. A local witness indicated hearing at least 18 shots during the attack. Authorship and motivation unknown. There were no fatalities.",0,no especificado,1754410119,26760.0,81874,81874.0,4
ECU3132,2023-04-18,2023,1,Political Violence,Riots,Mob Violence,Rioters (Ecuador),Vigilante Group (Ecuador),Rioters,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Rioters-Civilians,Civilian targeting,218,South America,Ecuador,Santo Domingo De Los Tsachilas,Santo Domingo,no especificado,Santo Domingo de los Tsachilas,-0.2531,-79.1754,1,El Comercio (Ecuador),National,"On 18 April 2023, in Santo Domingo de los Colorados (Santo Domingo de los Tsachilas), residents of Jaramillo Delgado neighborhood captured, beat up and burned a man that they claimed was a robber. The man was a recycler that used to frequent the neighborhood to rummage trash and get materials to sell. The man died later in a hospital. 1 fatality.",1,crowd size=no report,1744085344,27448.0,88807,88807.0,4
ECU6897,2023-04-18,2023,1,Political Violence,Explosions/Remote Violence,Remote Explosive/Landmine/Ied,Unidentified Gang (Ecuador),no especificado,Political militia,Police Forces Of Ecuador (2021-2023),no especificado,State forces,State forces-Political militia,,218,South America,Ecuador,Guayas,Daule,no especificado,Daule,-1.8611,-79.9777,1,Diario Extra (Ecuador),National,"On 18 April 2023, in Daule (Guayas), an unknown number of unidentified perpetrators placed and detonated a homemade explosive device at the front door of a judicial police station in the Ciudadela Nueva Patria neighborhood in the Loma Pelada sector. The explosion from the device damaged the building's front door and broke the windshield of a nearby vehicle. There were likely people and police officials present at the location due to the time of the attack. There is no further information available. There were no casualties.",0,no especificado,1753970444,16440.0,35093,57760.0,4
ECU6898,2023-04-18,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,El Guabo,no especificado,El Guabo,-3.2416,-79.8318,1,Machala Movil,Subnational,"On 18 April 2023, in El Guabo (El Oro), an unknown number of unidentified armed individuals traveling by vehicle injured three men in a drive-by shooting at a sports court in the Los Kioskos sector. The perpetrators drove past the court and shot indiscriminately at the people present. The three injured men were taken to a local hospital. There were no fatalities.",0,no especificado,1754410119,15352.0,21911,21911.0,4
ECU6900,2023-04-18,2023,1,Political Violence,Explosions/Remote Violence,Grenade,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,Machala Movil,Subnational,"On 18 April 2023, in Machala (El Oro), various unidentified perpetrators threw an explosive device at a house along Corredor Noven Sur Street between 18 and 17 avenues, which exploded and damaged the house. Local residents were present at the time of the attack. There were no casualties.",0,no especificado,1754410119,36030.0,115017,229319.0,4
ECU6901,2023-04-18,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Manabi,Bolivar,no especificado,Quiroga,-0.8844,-80.0972,1,El Diario (Ecuador),Subnational,"On 18 April 2023, in Quiroga (Manabi), an unknown number of unidentified armed individuals described as hitmen shot and killed six people. There is no further information available. 6 fatalities.",6,no especificado,1754410119,1025.0,1553,4434.0,4
ECU6905,2023-04-18,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Zamora Chinchipe,Yantzaza,no especificado,Yantzaza,-3.8326,-78.7608,1,Cronica (Ecuador),National,"On 18 April 2023, in Yantzaza (Zamora Chinchipe), two armed individuals described as hitmen riding a motorcycle attacked a businessman as he arrived at his business in a drive-by shooting in the San Pedro sector. The businessman had a reinforced vehicle, which he used to try to ram the perpetrators' motorcycle to interrupt the attack. The victim nor the perpetrators were injured. Police authorities later arrested three men suspected of being connected with the attack. There were no casualties.",0,no especificado,1754410119,6281.0,11258,11258.0,4
ECU6910,2023-04-18,2023,1,Strategic Developments,Strategic Developments,Disrupted Weapons Use,Police Forces Of Ecuador (2021-2023),no especificado,State forces,Unidentified Gang (Ecuador),no especificado,Political militia,State forces-Political militia,,218,South America,Ecuador,Pichincha,Quito,no especificado,Quito - Quitumbe,-0.3142,-78.5533,1,El Comercio (Ecuador); El Telegrafo; Policia DMZ Zona 9; Primicias,New media-National,"Defusal: On 18 April 2023, in Quito - Quitumbe (Pichincha), police forces safely detonated an explosive artifact placed by unknown individuals at the El Recreo commercial center.",0,no especificado,1753970444,28802.0,129595,,4
ECU7009,2023-04-18,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Guayaquil,no especificado,Guayaquil - Ximena,-2.251,-79.8899,1,Diario Extra (Ecuador),National,"On 18 April 2023, in Guayaquil - Ximena (Guayas), three unidentified armed men shot at a group of people attending a party in the 24 de Mayo housing cooperative in the Las Malvinas neighborhood, injuring two women. The perpetrators arrived at the scene on a motorcycle, at which point one of them got off the motorcycle and approached the party-goers on foot, opening fire. The attacker attempted to shoot at a male target who was being celebrated at the party, but missed the target and shot and injured two women instead. The attacker then joined the two other perpetrators on the motorcycle as they left the scene, but fell off the motorcycle nearby and hit his head on the curb. The man was hospitalized under police custody. The two women victims were hospitalized, with one of them in critical condition. The motivation of the attackers is unknown. There were no fatalities.",0,no especificado,1754410119,52896.0,159616,159616.0,4
ECU7010,2023-04-18,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),Private Security Forces (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Pichincha,Quito,no especificado,Quito - Calderon,-0.1034,-78.4238,1,El Comercio (Ecuador); La Republica (Ecuador); Machala Movil,National,"On 18 April 2023, in Quito - Calderon (Pichincha), two unidentified armed men (described as delinquents) shot and killed a private residential security guard in the La Esperanza neighborhood. Both perpetrators entered the neighborhood with rifles and were stopped by the security guard. They shot the security guard and left the area. There is no further information available. 1 fatality.",1,no especificado,1754417399,18659.0,83183,313055.0,4
ECU6906,2023-04-19,2023,1,Political Violence,Explosions/Remote Violence,Grenade,Unidentified Gang (Ecuador),no especificado,Political militia,Civilians (Ecuador),no especificado,Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,El Oro,Machala,no especificado,Machala,-3.2586,-79.9605,1,Machala Movil,Subnational,"On 19 April 2023, in Machala (El Oro), two unidentified perpetrators riding a motorcycle threw an explosive device that detonated and damaged a home along 9 de Mayo Street while its residents were inside. Authorities suspected that the attack was due to extortion, as the residents had received extortion threats days before. There were no casualties.",0,no especificado,1754410119,36030.0,115017,229319.0,4
ECU6907,2023-04-19,2023,1,Political Violence,Violence Against Civilians,Attack,Unidentified Armed Group (Ecuador),no especificado,Political militia,Civilians (Ecuador),Labor Group (Ecuador),Civilians,Political militia-Civilians,Civilian targeting,218,South America,Ecuador,Guayas,Naranjal,no especificado,Naranjal,-2.6736,-79.6183,1,Diario Extra (Ecuador),National,"On 19 April 2023, in Naranjal (Guayas), an unidentified armed individual shot and injured a male tattoo artist at his shop along Bolivar and Tarqui streets. The perpetrator entered the shop and shot the victim various times before fleeing the scene with an accomplice waiting for him on a motorcycle. Authorship and motivation unknown. There were no fatalities.",0,no especificado,1764045636,20199.0,35645,35645.0,4
ECU6911,2023-04-19,2023,1,Strategic Developments,Strategic Developments,Arrests,Police Forces Of Ecuador (2021-2023),no especificado,State forces,Los Tiguerones Gang (Ecuador),no especificado,Political militia,State forces-Political militia,,218,South America,Ecuador,Esmeraldas,San Lorenzo,no especificado,San Lorenzo de Esmeraldas,1.2863,-78.8351,1,Diario Extra (Ecuador); Ecuavisa; La Republica (Ecuador); Policia Ecuador,New media-National,"On 19 April 2023, in San Lorenzo de Esmeraldas (Esmeraldas), police authorities arrested a prominent Los Tiguerones gang leader in the Zona Franca sector. The gang member was previously charged with killing a person in Imbabura on an unspecified date in 2016 and with another murder in Esmeraldas in 2018. This is part of the same police operation that also arrested another Los Tiguerones gang leader on 17 April (coded separately).",0,no especificado,1748907879,15628.0,29290,,4
